"name";"code";"modules";"installOrder";"description";"initDataLoaded";"active";"imagePath";"dependsOn";"sequence"
"GST";"gst";"axelor-gst";99;"Gst Basic configuration";"false";"false";"gst_app.png";"axelor-account";99
